brand,processor_brand,processor,gen,ram,ssd,hdd,os,os_bit,gpu,warranty,Touchscreen,msoffice,rating,Price,Number of Ratings,Number of Reviews
1,0,10,7,4,1024,0,2,1,2,0,1,0,4,114990,14,1
1,0,10,7,4,1024,0,2,1,2,0,1,1,5,124990,3,0
1,0,10,7,4,1024,0,2,1,0,3,1,0,3,134990,0,0
4,0,10,7,4,1024,0,2,1,4,0,0,1,3,141990,0,0
1,0,10,7,4,1024,0,2,1,0,0,0,0,3,129990,0,0
1,0,10,7,4,1024,0,2,1,2,0,1,1,4,142990,4,1
1,0,10,7,4,1024,0,2,1,0,0,0,0,3,121990,0,0
1,0,10,7,4,1024,0,2,1,2,0,1,1,4,124990,44,12
1,0,10,7,4,1024,0,2,1,3,3,0,0,4,141990,61,13
1,0,10,7,4,1024,0,2,1,2,0,0,0,3,162990,0,0
1,0,10,7,4,1024,0,2,1,0,0,0,0,3,130500,0,0
1,0,10,7,4,1024,0,2,1,2,3,0,0,3,116990,0,0
1,0,10,7,4,1024,0,2,0,3,3,0,0,3,138990,0,0
1,0,10,7,4,1024,0,2,1,2,0,1,1,3,234990,0,0
1,0,10,7,4,1024,0,2,1,0,0,0,0,3,135990,0,0
1,0,10,7,4,1024,0,2,1,0,0,0,0,3,144990,0,0
1,0,10,7,4,1024,0,2,1,2,0,0,0,3,149990,0,0
1,0,10,7,4,1024,0,2,1,2,0,0,0,3,142990,0,0
5,0,8,0,8,512,0,0,1,0,3,0,0,4,57490,18,4
